Date,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,price_Open_Close,price_High_Low,Day_Perc_Change,5day_mean,5day_std,Action
19-May-2017,MARUTI,EQ,6831.05,6854.8,6893.9,6691.55,6756.3,6790.55,6791.6,552223,3750475037.3,64293,234662,42.49,-0.009372994106319659,0.030239630578864307,-0.005928810358583281,-0.0009066068567387342,0.013495739401369368,-1
22-May-2017,MARUTI,EQ,6790.55,6803.95,6843.95,6689.25,6694.3,6701.7,6732.22,327493,2204755982.95,36146,158645,48.44,-0.01502803518544375,0.023126658444519162,-0.013084359882483798,-0.0035234788332354936,0.014506684373205181,1
23-May-2017,MARUTI,EQ,6701.7,6765.0,6910.0,6743.65,6867.95,6878.85,6855.36,956457,6556860387.15,98981,414258,43.31,0.01682926829268298,0.024667650308067644,0.026433591476789475,-0.002048363873213699,0.017452778198500406,-1
24-May-2017,MARUTI,EQ,6878.85,6903.0,6912.55,6813.0,6865.0,6869.65,6863.75,433647,2976444464.5,48950,191595,44.18,-0.004831232797334545,0.014611771613092643,-0.0013374328557826942,-0.0024380831322670547,0.01740022125767643,1
25-May-2017,MARUTI,EQ,6869.65,6879.95,7018.0,6835.0,6970.0,6985.7,6916.65,435721,3013729805.95,44648,177404,40.72,0.015370751240924716,0.02677395757132407,0.01689314593902158,0.0045952268637922565,0.016482358606070394,1
26-May-2017,MARUTI,EQ,6985.7,6971.15,7085.05,6936.2,7068.05,7064.8,7049.7,373937,2636144373.95,30388,92677,24.78,0.013433938446310946,0.02145987716617173,0.011323131540146303,0.008045615243538173,0.015505289604657049,1
29-May-2017,MARUTI,EQ,7064.8,7050.0,7197.8,7025.55,7144.0,7134.45,7130.02,427378,3047215056.0,46353,131172,30.69,0.011978723404255293,0.024517653422152,0.009858736269958035,0.01263423447402654,0.010163543300877455,1
30-May-2017,MARUTI,EQ,7134.45,7134.45,7206.6,7084.15,7138.05,7147.5,7136.66,403698,2881054388.05,34630,166452,41.23,0.0018291529129786013,0.017285065957101522,0.0018291529129785822,0.007713346761264362,0.007389896889645538,1
31-May-2017,MARUTI,EQ,7147.5,7138.0,7248.0,7134.95,7219.75,7211.0,7211.55,650259,4689375538.75,69023,355423,54.66,0.010226954328943681,0.01584453990567561,0.008884225253585232,0.009757678383137947,0.005408331305144751,-1
01-Jun-2017,MARUTI,EQ,7211.0,7242.0,7245.0,7110.1,7150.0,7146.6,7165.03,649217,4651660714.4,74481,276770,42.63,-0.013173156586578243,0.0189730102248913,-0.008930800166412345,0.004592889162051162,0.008395970533379347,-1
02-Jun-2017,MARUTI,EQ,7146.6,7182.0,7187.7,7100.0,7110.6,7114.7,7135.0,310268,2213761589.2,33719,153510,49.48,-0.00937064884433308,0.012352112676056312,-0.00446366104161422,0.001435530645699057,0.008198317813874914,1
05-Jun-2017,MARUTI,EQ,7114.7,7139.8,7161.9,7091.1,7116.05,7125.7,7126.86,296147,2110599116.05,31551,137016,46.27,-0.0019748452337601,0.009984346575284408,0.0015460947053282936,-0.0002269976672268914,0.006784015945137631,-1
06-Jun-2017,MARUTI,EQ,7125.7,7134.0,7154.3,7085.05,7118.95,7112.1,7110.16,324579,2307809562.65,45217,197591,60.88,-0.003069806560134516,0.009774101805915272,-0.0019085844197762603,-0.0009745451337778599,0.006706290556255054,1
07-Jun-2017,MARUTI,EQ,7112.1,7135.0,7225.0,7107.6,7198.0,7205.7,7189.75,518152,3725380789.55,44672,192737,37.2,0.00990889978976872,0.01651753053069948,0.013160669844349604,-0.00011925621562498545,0.008349381494446443,1
08-Jun-2017,MARUTI,EQ,7205.7,7199.0,7274.95,7198.0,7260.0,7249.5,7231.51,426525,3084419776.25,56722,229606,53.83,0.007014863175441034,0.010690469574881886,0.006078521170739926,0.002882608051805469,0.006974271963673324,1
09-Jun-2017,MARUTI,EQ,7249.5,7271.0,7480.9,7230.0,7474.9,7464.85,7384.15,1122640,8289742220.9,91222,395926,35.27,0.02666070691789305,0.03470262793914241,0.029705496930822806,0.009716439646292874,0.012515543382203051,-1
12-Jun-2017,MARUTI,EQ,7464.85,7445.0,7450.0,7355.5,7375.0,7373.65,7395.21,454342,3359955209.2,45067,192329,42.33,-0.009583613163196825,0.01284752905988716,-0.012217258216843052,0.006963769061858605,0.01583510256812508,-1
13-Jun-2017,MARUTI,EQ,7373.65,7394.6,7455.0,7335.0,7342.0,7348.95,7394.22,607567,4492481373.45,58498,256546,42.23,-0.006173423849836441,0.016359918200409,-0.003349765719826703,0.006675532801848516,0.016048651314473417,1
14-Jun-2017,MARUTI,EQ,7348.95,7343.0,7392.45,7331.85,7352.0,7351.05,7359.55,277472,2042069845.15,36585,116310,41.92,0.001096282173498595,0.00826530821006969,0.0002857551078725429,0.004100549854553104,0.015778596314931656,-1
15-Jun-2017,MARUTI,EQ,7351.05,7348.35,7393.0,7272.15,7302.95,7312.3,7323.55,388150,2842635979.65,44880,166096,42.79,-0.004905863220995214,0.01661819406915429,-0.005271355792709875,0.0018305744618631436,0.016232780955482886,-1
