Date,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,sma,std,upper_band,lower_band,Call
2017-07-24,HEROMOTOCO,EQ,3682.0,3692.0,3725.3,3682.05,3688.25,3692.3,3702.54,236050,873984299.75,21284,172608,73.12,3726.3875000000007,32.8031042938909,3791.9937085877827,3660.7812914122187,2
2017-07-25,HEROMOTOCO,EQ,3692.3,3725.0,3750.0,3700.0,3700.0,3709.05,3723.7,433381,1613782206.2,36587,290027,66.92,3727.080000000001,32.25161521863083,3791.5832304372625,3662.576769562739,2
2017-07-26,HEROMOTOCO,EQ,3709.05,3715.0,3745.45,3687.0,3715.5,3717.45,3717.68,366612,1362946036.55,12903,238293,65.0,3728.530000000001,31.053075955787126,3790.6361519115753,3666.423848088427,2
2017-07-27,HEROMOTOCO,EQ,3717.45,3727.7,3759.0,3682.0,3711.8,3703.55,3730.08,452512,1687905667.8,32051,307961,68.06,3727.890000000001,31.446724371296686,3790.7834487425944,3664.996551257407,2
2017-07-28,HEROMOTOCO,EQ,3703.55,3691.55,3691.55,3610.0,3620.05,3630.3,3654.08,276500,1010351861.75,32529,177586,64.23,3724.3375000000005,37.94460253899355,3800.226705077988,3648.4482949220132,2
2017-07-31,HEROMOTOCO,EQ,3630.3,3629.9,3672.9,3605.0,3658.0,3655.75,3639.88,504658,1836894967.45,34281,401554,79.57,3718.3200000000006,38.836192425434305,3795.9923848508693,3640.647615149132,2
2017-08-01,HEROMOTOCO,EQ,3655.75,3675.0,3737.65,3668.05,3733.0,3727.85,3698.48,685598,2535667299.4,38264,490478,71.54,3719.5450000000005,38.72538573081098,3796.9957714616226,3642.0942285383785,2
2017-08-02,HEROMOTOCO,EQ,3727.85,3750.0,3838.8,3743.4,3798.0,3802.6,3805.23,828588,3152966310.8,49804,377671,45.58,3724.187500000001,42.83664772315866,3809.860795446318,3638.5142045536836,2
2017-08-03,HEROMOTOCO,EQ,3802.6,3812.0,3845.0,3772.0,3838.95,3838.35,3822.22,424548,1622714923.9,28086,270104,63.62,3729.8375000000005,49.872397373065496,3829.5822947461315,3630.0927052538696,2
2017-08-04,HEROMOTOCO,EQ,3838.35,3836.0,3964.0,3816.4,3944.25,3956.55,3914.33,789172,3089081400.1,44565,462041,58.55,3743.5825000000013,69.79514625523458,3883.1727925104706,3603.992207489532,2
2017-08-07,HEROMOTOCO,EQ,3956.55,3950.0,4018.9,3927.85,3940.05,3952.7,3971.01,644961,2561148529.4,36236,411225,63.76,3754.667500000001,83.87652308602277,3922.4205461720467,3586.914453827955,2
2017-08-08,HEROMOTOCO,EQ,3952.7,3957.0,4003.5,3896.05,3905.0,3913.4,3940.03,253242,997781917.0,23105,126006,49.76,3762.9225000000006,91.0357686716145,3944.9940373432296,3580.8509626567716,2
2017-08-09,HEROMOTOCO,EQ,3913.4,3915.0,3945.0,3859.55,3890.0,3883.75,3887.46,343296,1334550182.8,21506,189189,55.11,3771.1725000000006,94.24200018401743,3959.6565003680353,3582.688499631966,2
2017-08-10,HEROMOTOCO,EQ,3883.75,3875.0,3945.0,3861.05,3899.0,3889.55,3909.14,303409,1186067074.35,25690,144371,47.58,3778.102500000001,97.70883771238606,3973.520175424773,3582.684824575229,2
2017-08-11,HEROMOTOCO,EQ,3889.55,3878.3,3878.3,3796.7,3845.9,3840.9,3831.67,302935,1160746333.25,35531,171823,56.72,3782.2450000000003,98.56644552894595,3979.377891057892,3585.1121089421085,2
2017-08-14,HEROMOTOCO,EQ,3840.9,3850.0,3975.0,3849.5,3950.0,3957.05,3933.9,263329,1035909278.7,23933,136548,51.85,3791.88,105.87267228535535,4003.6253445707107,3580.1346554292895,2
2017-08-16,HEROMOTOCO,EQ,3957.05,3965.1,4044.0,3933.3,4010.35,4022.1,4011.2,475186,1906068220.15,43242,262033,55.14,3803.787500000001,117.66903281192924,4039.125565623859,3568.4494343761426,2
2017-08-17,HEROMOTOCO,EQ,4022.1,4025.0,4038.3,3975.6,3989.0,3997.85,4000.14,351635,1406588757.65,37331,245085,69.7,3815.1475000000014,125.03792948226021,4065.223358964522,3565.0716410354808,2
2017-08-18,HEROMOTOCO,EQ,3997.85,3983.0,4000.75,3968.5,3974.0,3986.7,3982.0,209351,833635417.65,25853,145509,69.5,3827.9875000000015,128.94735857277146,4085.8822171455445,3570.0927828544586,2
2017-08-21,HEROMOTOCO,EQ,3986.7,3988.0,4038.3,3950.05,3959.0,3972.05,3987.93,246195,981809145.15,26124,148027,60.13,3842.4900000000016,127.97125664115345,4098.432513282309,3586.5474867176945,2
2017-08-22,HEROMOTOCO,EQ,3972.05,3997.0,3998.1,3881.15,3893.95,3888.05,3918.17,290303,1137457307.5,21454,140810,48.5,3852.2775000000015,123.2795245676741,4098.83654913535,3605.7184508646533,2
2017-08-23,HEROMOTOCO,EQ,3888.05,3927.0,3950.0,3865.6,3897.0,3888.9,3886.72,407757,1584837562.6,26257,300270,73.64,3861.2700000000013,118.7586610691935,4098.787322138388,3623.7526778616143,2
2017-08-24,HEROMOTOCO,EQ,3888.9,3908.0,3925.0,3870.0,3888.0,3882.65,3893.77,222636,866893012.2,14022,145783,65.48,3869.530000000001,113.87369087583143,4097.277381751664,3641.782618248338,2
2017-08-28,HEROMOTOCO,EQ,3882.65,3885.0,3993.95,3838.45,3956.0,3959.2,3951.62,435266,1720007190.65,32321,292831,67.28,3882.312500000001,108.48250753365583,4099.277515067312,3665.3474849326894,2
2017-08-29,HEROMOTOCO,EQ,3959.2,3940.0,3980.0,3921.7,3950.0,3945.7,3948.91,397802,1570884043.75,18846,273038,68.64,3898.0825000000004,91.51774385762428,4081.117987715249,3715.047012284752,2
2017-08-30,HEROMOTOCO,EQ,3945.7,3950.0,4015.0,3949.85,3977.4,3988.1,3993.13,261951,1046003736.05,15350,141503,54.02,3914.7000000000007,73.62412898242879,4061.9482579648584,3767.451742035143,2
2017-08-31,HEROMOTOCO,EQ,3988.1,3989.0,4021.0,3968.0,3985.0,3995.1,3999.85,469468,1877802253.8,29406,308984,65.82,3928.062500000001,61.11673230061914,4050.295964601239,3805.8290353987627,2
2017-09-01,HEROMOTOCO,EQ,3995.1,4006.0,4091.95,3995.0,4036.05,4048.95,4046.97,388220,1571114355.85,25372,208683,53.75,3940.38,59.29781082317751,4058.975621646355,3821.784378353645,2
2017-09-04,HEROMOTOCO,EQ,4048.95,4084.0,4084.0,3961.45,3975.0,3978.9,3998.6,226397,905271234.7,18430,95454,42.16,3947.4075,54.7214628223822,4056.850425644764,3837.9645743552355,2
2017-09-05,HEROMOTOCO,EQ,3978.9,3994.0,4007.5,3960.0,3962.45,3970.45,3978.0,250627,996994461.4,17579,149408,59.61,3948.1024999999995,54.931556636181256,4057.965613272362,3838.239386727637,2
2017-09-06,HEROMOTOCO,EQ,3970.45,3953.0,3994.9,3940.0,3947.7,3950.65,3965.11,218970,868240833.9,18732,135263,61.77,3947.999999999999,54.9244385257485,4057.848877051496,3838.1511229485022,2
2017-09-07,HEROMOTOCO,EQ,3950.65,3953.0,4012.5,3953.0,3980.0,3982.9,3992.95,256960,1026029688.5,28512,144893,56.39,3951.4749999999995,54.818611178861985,4061.1122223577236,3841.8377776422753,2
